sequence_id,pattern,repetition,comparator,adaptive_source_freeze,comparator_source_freeze,identical_actual_generator_sequence,adaptive_original_status,comparator_original_status,adaptive_minus_comparator_startup_seconds,adaptive_minus_comparator_request_seconds,adaptive_minus_comparator_sequence_gaps_seconds,adaptive_minus_comparator_sequence_seconds,adaptive_minus_comparator_cleanup_seconds,adaptive_minus_comparator_generation_output_tokens_all_calls,adaptive_minus_comparator_classifier_output_tokens,adaptive_minus_comparator_all_backend_output_tokens,adaptive_minus_comparator_residency_audit_seconds,adaptive_minus_comparator_correct_delivered_turns,adaptive_minus_comparator_all_backend_load_duration_seconds,adaptive_minus_comparator_all_backend_prompt_eval_duration_seconds,adaptive_minus_comparator_all_backend_eval_duration_seconds,adaptive_minus_comparator_all_backend_total_duration_seconds,adaptive_minus_comparator_generation_backend_load_duration_seconds,adaptive_minus_comparator_generation_backend_prompt_eval_duration_seconds,adaptive_minus_comparator_generation_backend_eval_duration_seconds,adaptive_minus_comparator_generation_backend_total_duration_seconds,adaptive_minus_comparator_classifier_backend_load_duration_seconds,adaptive_minus_comparator_classifier_backend_prompt_eval_duration_seconds,adaptive_minus_comparator_classifier_backend_eval_duration_seconds,adaptive_minus_comparator_classifier_backend_total_duration_seconds,adaptive_minus_comparator_request_seconds_excluding_direct_residency_audits
ro_dddd_1,DDDD,1,small,v1,v1,False,complete,complete,0.7100199250000001,106.322689219,0.009506653000000004,107.042215797,0.05283302699999998,54,0,54,-0.002897233000000006,1,14.218688096,2.698925,89.282965,106.268598675,14.218926433000004,1.627897,72.82273799999999,88.725304687,-0.00023833699999999992,1.071028,16.460227000000003,17.543293988000002,106.325586452
ro_dddd_1,DDDD,1,large,v1,v1,True,complete,complete,0.7013214919999999,10.866873811999994,0.01593402599999999,11.584129329999996,-0.007276480000000002,0,0,0,-0.004078205000000008,-1,-1.2546554000000008,-0.019567999999999586,12.08739100000001,10.773612387,-1.254214656999995,0.01855299999999982,6.997536999999994,5.767802654000008,-0.00044074299999999865,-0.03812100000000007,5.0898540000000025,5.005809733000001,10.870952016999995
ro_dddd_1,DDDD,1,replay,v1,v1,True,complete,complete,-0.202612754,2.1202414990000022,0.006959152999999996,1.9245878979999986,0.016279191,0,39,39,0.021541165999999994,-1,-3.1551005510000003,1.4944060000000001,3.027754000000016,1.7689911220000027,-3.1625766069999983,-0.20621200000000028,-14.557329999999993,-17.77394416,0.007476056,1.700618,17.585084000000002,19.542935282000002,2.0987003330000022
ro_dddd_2,DDDD,1,small,v1,v1,False,complete,complete,0.33707880999999995,83.957419429,0.008302987999999983,84.302801227,0.082748442,-21,0,-21,-0.001586274999999998,-1,14.209411102999997,3.015687,66.485356,83.89478115200001,0.00042750100000000027,1.662627,49.086546,50.852370517,14.208983602000004,1.3530600000000002,17.39881,33.042410635,83.95900570399999
ro_dddd_2,DDDD,1,large,v1,v1,True,complete,complete,0.6751667480000001,-14.645601197000005,0.014618389999999981,-13.955816059,-0.040051692,2,0,2,0.002248510000000009,0,-0.1346836259999975,-0.16086800000000068,-14.43519599999999,-14.751175352999994,-0.0015309099999999982,0.09922699999999995,-6.3372500000000045,-6.270614312000006,-0.13315271599999434,-0.26009499999999974,-8.097946,-8.480561040999994,-14.647849707000004
ro_dddd_2,DDDD,1,replay,v1,v1,True,complete,complete,0.485488653,30.607424164999998,0.003348048999999992,31.096260866999998,0.004006240999999994,0,56,56,0.040964777,0,0.1929106689999962,2.1656829999999996,27.285449,30.16920308399999,-23.272302786,0.07928499999999983,8.242353999999999,-14.692158733000014,23.465213455000004,2.086398,19.043095,44.861361817,30.566459388
ro_eeee_1,EEEE,1,small,v1,v1,True,complete,complete,1.0167904240000003,-0.7033848380000016,-0.020649887999999977,0.292755697999997,-0.03464226299999999,0,0,0,0.004073737000000008,0,-0.4015965500000007,-0.26056200000000007,0.05852000000000057,-0.7645036439999995,-0.0001437669999999995,-0.02984399999999998,0.1422800000000004,0.034692244999999566,-0.40145278299999987,-0.23071799999999998,-0.08376000000000006,-0.7991958889999999,-0.7074585750000016
ro_eeee_1,EEEE,1,large,v1,v1,False,complete,complete,0.9396209230000001,-96.891761723,-0.006695451999999991,-95.958836252,-0.095573706,37,0,37,0.0008094059999999986,0,-17.843278853,-6.858127,-72.091136,-96.907341245,-0.0013029970000000002,-1.599053,-46.909855,-48.583284735,-17.841975856,-5.259073999999999,-25.181281000000002,-48.32405650999999,-96.892571129
ro_eeee_1,EEEE,1,replay,v1,v1,True,complete,complete,1.3691597910000004,3.3018669339999995,0.010153626999999998,4.681180351999998,-0.007174515000000006,0,52,52,0.03703282,0,0.6716343389999988,0.38287400000000005,1.4353330000000004,2.8722013540000013,-8.734863113,-0.16220800000000002,0.026413000000000242,-8.687651724,9.406497452,0.5450820000000001,1.40892,11.559853078,3.2648341139999997
ro_eeee_2,EEEE,1,small,v1,v1,True,complete,complete,0.2984547759999998,1.730894086000001,0.007067422999999989,2.0364162850000014,-0.00211877399999999,0,0,0,0.002172686000000007,0,1.5044004909999984,-0.02675699999999981,0.08100699999999961,1.596190534999998,1.5052341240000011,-0.02865799999999996,0.024449000000000165,1.5511597680000015,-0.0008336330000000003,0.0019010000000000415,0.056557999999999886,0.04503076699999986,1.728721400000001
